Dist, px;Temp, gray values;;;;;;GV;Temp
769,00;108,00;70,20;;;;;;
770,00;108,44;70,44;;;;;;
771,00;108,44;70,44;;;;;;
772,00;107,45;69,90;;;;;;
773,00;107,39;69,87;;;;;;
774,00;107,98;70,18;;;;;;
775,00;108,00;70,20;;;;;;
776,00;108,00;70,20;;;;;;
777,00;108,00;70,20;;;;;;
778,00;108,00;70,20;;;;;;
779,00;108,71;70,59;;;;;;
780,00;108,03;70,22;;;;;;
781,00;108,00;70,20;;;;;;
782,00;108,00;70,20;;;;;;
783,00;108,00;70,20;;;;;;
784,00;108,82;70,64;;;;;;
785,00;108,76;70,61;;;;;;
786,00;108,80;70,63;;;;;;
787,00;108,84;70,66;;;;;;
788,00;108,88;70,68;;;;;;
789,00;108,01;70,20;;;;;;
790,00;107,97;70,18;;;;;;
791,00;107,96;70,18;;;;;;
792,00;108,80;70,63;;;;;;
793,00;108,78;70,62;;;;;;
794,00;109,65;71,10;;;;;;
795,00;110,56;71,59;;;;;;
796,00;109,57;71,05;;;;;;
797,00;109,43;70,98;;;;;;
798,00;109,34;70,93;;;;;;
799,00;109,43;70,98;;;;;;
800,00;110,13;71,36;;;;;;
801,00;110,07;71,33;;;;;;
802,00;109,98;71,28;;;;;;
803,00;109,90;71,23;;;;;;
804,00;110,09;71,34;;;;;;
805,00;110,04;71,31;;;;;;
806,00;109,97;71,27;;;;;;
807,00;109,90;71,23;;;;;;
808,00;109,47;71,00;;;;;;
809,00;109,36;70,94;;;;;;
810,00;108,73;70,60;;;;;;
811,00;108,64;70,54;;;;;;
812,00;107,17;69,74;;;;;;
813,00;106,53;69,40;;;;;;
814,00;106,64;69,46;;;;;;
815,00;107,64;70,00;;;;;;
816,00;107,43;69,89;;;;;;
817,00;107,26;69,79;;;;;;
818,00;107,84;70,11;;;;;;
819,00;108,38;70,41;;;;;;
820,00;108,41;70,42;;;;;;
821,00;108,50;70,47;;;;;;
822,00;108,65;70,55;;;;;;
823,00;108,60;70,52;;;;;;
824,00;109,04;70,76;;;;;;
825,00;108,69;70,58;;;;;;
826,00;107,34;69,84;;;;;;
827,00;106,38;69,32;;;;;;
828,00;106,90;69,60;;;;;;
829,00;107,15;69,73;;;;;;
830,00;106,20;69,22;;;;;;
831,00;105,48;68,82;;;;;;
832,00;105,09;68,61;;;;;;
833,00;103,58;67,79;;;;;;
834,00;102,89;67,41;;;;;;
835,00;102,95;67,45;;;;;;
836,00;102,12;67,00;;;;;;
837,00;101,05;66,42;;;;;;
838,00;100,58;66,16;;;;;;
839,00;101,12;66,45;;;;;;
840,00;100,00;65,84;;;;;;
841,00;99,00;65,30;;;;;;
842,00;100,10;65,89;;;;;;
843,00;100,83;66,29;;;;;;
844,00;100,85;66,30;;;;;;
845,00;99,89;65,78;;;;;;
846,00;98,85;65,21;;;;;;
847,00;97,76;64,62;;;;;;
848,00;97,92;64,71;;;;;;
849,00;97,00;64,21;;;;;;
850,00;97,00;64,21;;;;;;
851,00;97,00;64,21;;;;;;
852,00;97,08;64,25;;;;;;
853,00;98,00;64,75;;;;;;
854,00;98,16;64,84;;;;;;
855,00;99,88;65,78;;;;;;
856,00;98,75;65,16;;;;;;
857,00;97,52;64,49;;;;;;
858,00;97,93;64,71;;;;;;
859,00;98,51;65,03;;;;;;
860,00;98,27;64,90;;;;;;
861,00;98,40;64,97;;;;;;
862,00;98,70;65,14;;;;;;
863,00;99,19;65,40;;;;;;
864,00;99,57;65,61;;;;;;
865,00;100,50;66,11;;;;;;
866,00;101,14;66,46;;;;;;
867,00;101,43;66,62;;;;;;
868,00;102,17;67,03;;;;;;
869,00;103,35;67,66;;;;;;
870,00;103,82;67,92;;;;;;
871,00;104,84;68,48;;;;;;
872,00;105,62;68,90;;;;;;
873,00;105,36;68,76;;;;;;
874,00;105,50;68,84;;;;;;
875,00;106,18;69,21;;;;;;
876,00;106,54;69,40;;;;;;
877,00;105,94;69,08;;;;;;
878,00;105,36;68,76;;;;;;
879,00;105,00;68,56;;;;;;
880,00;103,98;68,01;;;;;;
881,00;104,02;68,03;;;;;;
882,00;103,15;67,55;;;;;;
883,00;103,77;67,89;;;;;;
884,00;104,27;68,17;;;;;;
885,00;104,39;68,23;;;;;;
886,00;104,75;68,43;;;;;;
887,00;105,01;68,57;;;;;;
888,00;105,10;68,62;;;;;;
889,00;104,10;68,08;;;;;;
890,00;104,05;68,05;;;;;;
891,00;104,05;68,05;;;;;;
892,00;105,04;68,58;;;;;;
893,00;105,14;68,64;;;;;;
894,00;105,31;68,73;;;;;;
895,00;105,41;68,79;;;;;;
896,00;105,51;68,84;;;;;;
897,00;105,61;68,90;;;;;;
898,00;105,71;68,95;;;;;;
899,00;105,81;69,01;;;;;;
900,00;105,93;69,07;;;;;;
901,00;106,38;69,32;;;;;;
902,00;107,11;69,72;;;;;;
903,00;107,21;69,77;;;;;;
904,00;107,27;69,80;;;;;;
905,00;106,42;69,33;;;;;;
906,00;106,54;69,40;;;;;;
907,00;107,16;69,74;;;;;;
908,00;107,29;69,81;;;;;;
909,00;107,42;69,88;;;;;;
910,00;107,56;69,96;;;;;;
911,00;107,69;70,03;;;;;;
912,00;107,82;70,10;;;;;;
913,00;107,70;70,04;;;;;;
914,00;107,90;70,14;;;;;;
915,00;108,85;70,66;;;;;;
916,00;109,24;70,87;;;;;;
917,00;110,25;71,42;;;;;;
918,00;110,45;71,53;;;;;;
919,00;110,74;71,69;;;;;;
920,00;111,82;72,28;;;;;;
921,00;111,01;71,84;;;;;;
922,00;111,04;71,86;;;;;;
923,00;111,15;71,91;;;;;;
924,00;111,22;71,95;;;;;;
925,00;111,29;71,99;;;;;;
926,00;111,56;72,13;;;;;;
927,00;112,42;72,61;;;;;;
928,00;112,44;72,61;;;;;;
929,00;110,83;71,74;;;;;;
930,00;110,93;71,80;;;;;;
931,00;111,03;71,85;;;;;;
932,00;111,13;71,90;;;;;;
933,00;111,24;71,96;;;;;;
934,00;111,34;72,01;;;;;;
935,00;111,44;72,07;;;;;;
936,00;111,53;72,12;;;;;;
937,00;111,18;71,93;;;;;;
938,00;111,32;72,00;;;;;;
939,00;111,44;72,07;;;;;;
940,00;110,93;71,79;;;;;;
941,00;110,72;71,68;;;;;;
942,00;110,86;71,75;;;;;;
943,00;110,99;71,83;;;;;;
944,00;111,12;71,90;;;;;;
945,00;111,07;71,87;;;;;;
946,00;111,24;71,96;;;;;;
947,00;111,41;72,05;;;;;;
948,00;111,58;72,15;;;;;;
949,00;111,75;72,24;;;;;;
950,00;111,91;72,33;;;;;;
951,00;112,02;72,38;;;;;;
952,00;112,04;72,40;;;;;;
953,00;111,17;71,92;;;;;;
954,00;111,23;71,96;;;;;;
955,00;111,30;71,99;;;;;;
956,00;111,18;71,93;;;;;;
957,00;111,22;71,95;;;;;;
958,00;111,24;71,96;;;;;;
959,00;110,57;71,60;;;;;;
960,00;110,64;71,63;;;;;;
961,00;110,70;71,67;;;;;;
962,00;110,77;71,71;;;;;;
963,00;110,84;71,74;;;;;;
964,00;110,90;71,78;;;;;;
965,00;110,45;71,53;;;;;;
966,00;110,04;71,31;;;;;;
967,00;110,11;71,34;;;;;;
968,00;110,18;71,38;;;;;;
969,00;110,86;71,76;;;;;;
970,00;110,96;71,81;;;;;;
971,00;111,06;71,87;;;;;;
972,00;111,16;71,92;;;;;;
973,00;111,26;71,98;;;;;;
974,00;111,37;72,03;;;;;;
975,00;111,47;72,08;;;;;;
976,00;111,56;72,14;;;;;;
977,00;110,56;71,59;;;;;;
978,00;110,69;71,66;;;;;;
979,00;110,82;71,74;;;;;;
980,00;110,96;71,81;;;;;;
981,00;111,07;71,87;;;;;;
982,00;111,17;71,92;;;;;;
983,00;111,27;71,98;;;;;;
984,00;111,37;72,03;;;;;;
985,00;113,00;72,92;;;;;;
986,00;113,00;72,92;;;;;;
987,00;113,22;73,04;;;;;;
988,00;113,26;73,06;;;;;;
989,00;113,58;73,24;;;;;;
990,00;113,65;73,28;;;;;;
991,00;114,08;73,51;;;;;;
992,00;114,18;73,56;;;;;;
993,00;113,14;73,00;;;;;;
994,00;113,30;73,08;;;;;;
995,00;113,47;73,17;;;;;;
996,00;113,63;73,27;;;;;;
997,00;113,80;73,36;;;;;;
998,00;113,97;73,45;;;;;;
999,00;114,76;73,88;;;;;;
1000,00;114,97;73,99;;;;;;
1001,00;113,80;73,35;;;;;;
1002,00;113,91;73,42;;;;;;
1003,00;113,81;73,36;;;;;;
1004,00;113,98;73,45;;;;;;
1005,00;113,98;73,45;;;;;;
1006,00;114,18;73,56;;;;;;
1007,00;114,38;73,67;;;;;;
1008,00;114,51;73,74;;;;;;
1009,00;111,94;72,34;;;;;;
1010,00;112,97;72,90;;;;;;
1011,00;113,09;72,97;;;;;;
1012,00;113,26;73,06;;;;;;
1013,00;113,39;73,13;;;;;;
1014,00;113,53;73,21;;;;;;
1015,00;113,66;73,28;;;;;;
1016,00;113,79;73,35;;;;;;
1017,00;112,95;72,89;;;;;;
1018,00;113,06;72,95;;;;;;
1019,00;113,20;73,03;;;;;;
1020,00;113,33;73,10;;;;;;
1021,00;113,47;73,17;;;;;;
1022,00;113,60;73,25;;;;;;
1023,00;113,73;73,32;;;;;;
1024,00;113,87;73,39;;;;;;
1025,00;114,00;73,47;;;;;;
1026,00;114,14;73,54;;;;;;
1027,00;113,85;73,38;;;;;;
1028,00;114,01;73,47;;;;;;
1029,00;113,56;73,22;;;;;;
1030,00;113,35;73,11;;;;;;
1031,00;113,51;73,20;;;;;;
1032,00;113,68;73,29;;;;;;
1033,00;114,59;73,79;;;;;;
1034,00;114,82;73,91;;;;;;
1035,00;114,21;73,58;;;;;;
1036,00;114,35;73,66;;;;;;
1037,00;114,42;73,70;;;;;;
1038,00;113,72;73,31;;;;;;
1039,00;113,85;73,38;;;;;;
1040,00;114,01;73,47;;;;;;
1041,00;114,15;73,55;;;;;;
1042,00;114,29;73,62;;;;;;
1043,00;114,32;73,64;;;;;;
1044,00;114,42;73,69;;;;;;
1045,00;113,72;73,31;;;;;;
1046,00;113,82;73,37;;;;;;
1047,00;113,96;73,44;;;;;;
1048,00;114,09;73,51;;;;;;
1049,00;113,56;73,22;;;;;;
1050,00;113,70;73,30;;;;;;
1051,00;113,87;73,39;;;;;;
1052,00;114,03;73,48;;;;;;
1053,00;114,20;73,58;;;;;;
1054,00;114,37;73,67;;;;;;
1055,00;114,54;73,76;;;;;;
1056,00;114,71;73,85;;;;;;
1057,00;114,87;73,94;;;;;;
1058,00;115,04;74,03;;;;;;
1059,00;115,21;74,12;;;;;;
1060,00;114,42;73,70;;;;;;
1061,00;114,27;73,61;;;;;;
1062,00;113,75;73,33;;;;;;
1063,00;113,67;73,28;;;;;;
1064,00;113,86;73,39;;;;;;
1065,00;114,21;73,58;;;;;;
1066,00;114,39;73,68;;;;;;
1067,00;114,47;73,72;;;;;;
1068,00;114,66;73,83;;;;;;
1069,00;113,94;73,43;;;;;;
1070,00;114,01;73,47;;;;;;
1071,00;114,05;73,49;;;;;;
1072,00;114,08;73,51;;;;;;
1073,00;113,27;73,07;;;;;;
1074,00;113,29;73,08;;;;;;
1075,00;113,36;73,12;;;;;;
1076,00;113,43;73,15;;;;;;
1077,00;113,49;73,19;;;;;;
1078,00;113,56;73,23;;;;;;
1079,00;112,98;72,91;;;;;;
1080,00;112,71;72,77;;;;;;
1081,00;113,12;72,99;;;;;;
1082,00;112,30;72,54;;;;;;
1083,00;111,92;72,33;;;;;;
1084,00;110,53;71,58;;;;;;
1085,00;109,87;71,22;;;;;;
1086,00;110,50;71,56;;;;;;
1087,00;111,23;71,95;;;;;;
1088,00;112,73;72,77;;;;;;
1089,00;112,21;72,49;;;;;;
1090,00;111,45;72,07;;;;;;
1091,00;111,89;72,32;;;;;;
1092,00;112,11;72,43;;;;;;
1093,00;112,62;72,72;;;;;;
1094,00;111,34;72,02;;;;;;
1095,00;110,85;71,75;;;;;;
1096,00;111,14;71,91;;;;;;
1097,00;112,77;72,79;;;;;;
1098,00;112,78;72,80;;;;;;
1099,00;113,47;73,18;;;;;;
1100,00;114,45;73,71;;;;;;
1101,00;115,00;74,01;;;;;;
1102,00;113,87;73,40;;;;;;
1103,00;113,57;73,23;;;;;;
1104,00;113,22;73,04;;;;;;
1105,00;112,86;72,84;;;;;;
1106,00;111,65;72,18;;;;;;
1107,00;111,83;72,28;;;;;;
1108,00;111,69;72,21;;;;;;
1109,00;112,51;72,65;;;;;;
1110,00;112,32;72,55;;;;;;
1111,00;112,79;72,81;;;;;;
1112,00;111,60;72,16;;;;;;
1113,00;109,81;71,18;;;;;;
1114,00;108,88;70,68;;;;;;
1115,00;109,30;70,91;;;;;;
1116,00;110,40;71,50;;;;;;
1117,00;110,88;71,77;;;;;;
1118,00;110,81;71,73;;;;;;
1119,00;109,70;71,12;;;;;;
1120,00;108,38;70,40;;;;;;
1121,00;107,90;70,14;;;;;;
1122,00;109,31;70,91;;;;;;
1123,00;110,19;71,39;;;;;;
1124,00;111,20;71,94;;;;;;
1125,00;111,76;72,25;;;;;;
1126,00;112,00;72,38;;;;;;
1127,00;111,17;71,92;;;;;;
1128,00;110,35;71,48;;;;;;
1129,00;111,00;71,83;;;;;;
1130,00;112,30;72,54;;;;;;
1131,00;113,25;73,06;;;;;;
1132,00;113,87;73,40;;;;;;
1133,00;112,92;72,88;;;;;;
1134,00;111,77;72,25;;;;;;
1135,00;110,12;71,35;;;;;;
1136,00;109,66;71,10;;;;;;
1137,00;109,94;71,25;;;;;;
1138,00;110,90;71,78;;;;;;
1139,00;111,00;71,83;;;;;;
1140,00;109,37;70,94;;;;;;
1141,00;108,47;70,46;;;;;;
1142,00;108,16;70,29;;;;;;
1143,00;108,91;70,69;;;;;;
1144,00;110,86;71,76;;;;;;
1145,00;111,96;72,35;;;;;;
1146,00;112,39;72,59;;;;;;
1147,00;110,98;71,82;;;;;;
1148,00;111,33;72,01;;;;;;
1149,00;111,52;72,12;;;;;;
1150,00;111,38;72,04;;;;;;
1151,00;112,10;72,43;;;;;;
1152,00;112,94;72,89;;;;;;
1153,00;111,99;72,37;;;;;;
1154,00;110,88;71,77;;;;;;
1155,00;111,36;72,03;;;;;;
1156,00;111,17;71,92;;;;;;
1157,00;110,70;71,67;;;;;;
1158,00;110,11;71,34;;;;;;
1159,00;109,99;71,28;;;;;;
1160,00;109,39;70,95;;;;;;
1161,00;108,53;70,49;;;;;;
1162,00;108,33;70,38;;;;;;
1163,00;108,80;70,63;;;;;;
1164,00;109,34;70,93;;;;;;
1165,00;109,08;70,79;;;;;;
1166,00;109,01;70,75;;;;;;
1167,00;108,80;70,63;;;;;;
1168,00;107,82;70,10;;;;;;
1169,00;107,29;69,81;;;;;;
1170,00;108,00;70,20;;;;;;
1171,00;108,00;70,20;;;;;;
1172,00;108,00;70,20;;;;;;
1173,00;107,80;70,09;;;;;;
1174,00;106,86;69,58;;;;;;
1175,00;106,26;69,25;;;;;;
1176,00;106,07;69,15;;;;;;
1177,00;106,40;69,32;;;;;;
1178,00;106,43;69,34;;;;;;
1179,00;106,47;69,36;;;;;;
1180,00;106,50;69,38;;;;;;
1181,00;106,54;69,40;;;;;;
1182,00;106,57;69,42;;;;;;
1183,00;106,61;69,44;;;;;;
1184,00;106,76;69,52;;;;;;
1185,00;107,35;69,85;;;;;;
1186,00;107,42;69,88;;;;;;
1187,00;107,49;69,92;;;;;;
1188,00;107,38;69,86;;;;;;
1189,00;106,64;69,45;;;;;;
1190,00;106,71;69,49;;;;;;
1191,00;106,78;69,53;;;;;;
1192,00;107,03;69,67;;;;;;
1193,00;107,92;70,15;;;;;;
1194,00;107,99;70,19;;;;;;
1195,00;108,00;70,20;;;;;;
1196,00;108,00;70,20;;;;;;
1197,00;108,00;70,20;;;;;;
1198,00;108,00;70,20;;;;;;
1199,00;108,00;70,20;;;;;;
1200,00;108,04;70,22;;;;;;
1201,00;108,38;70,40;;;;;;
1202,00;109,00;70,74;;;;;;
1203,00;109,06;70,77;;;;;;
1204,00;109,35;70,93;;;;;;
1205,00;109,49;71,01;;;;;;
1206,00;110,07;71,33;;;;;;
1207,00;110,45;71,53;;;;;;
1208,00;110,31;71,46;;;;;;
1209,00;109,52;71,03;;;;;;
1210,00;109,56;71,05;;;;;;
1211,00;109,66;71,10;;;;;;
1212,00;110,11;71,35;;;;;;
1213,00;110,66;71,65;;;;;;
1214,00;110,70;71,67;;;;;;
1215,00;110,73;71,69;;;;;;
1216,00;110,60;71,61;;;;;;
1217,00;109,80;71,18;;;;;;
1218,00;109,84;71,20;;;;;;
1219,00;110,02;71,30;;;;;;
1220,00;110,82;71,73;;;;;;
1221,00;110,89;71,77;;;;;;
1222,00;110,96;71,81;;;;;;
1223,00;110,98;71,82;;;;;;
1224,00;110,79;71,72;;;;;;
1225,00;110,00;71,29;;;;;;
1226,00;110,00;71,29;;;;;;
1227,00;110,00;71,29;;;;;;
1228,00;110,00;71,29;;;;;;
1229,00;110,16;71,37;;;;;;
1230,00;111,00;71,83;;;;;;
1231,00;111,00;71,83;;;;;;
1232,00;111,00;71,83;;;;;;
1233,00;111,00;71,83;;;;;;
1234,00;110,94;71,80;;;;;;
1235,00;110,47;71,54;;;;;;
1236,00;110,00;71,29;;;;;;
1237,00;109,84;71,20;;;;;;
1238,00;109,00;70,74;;;;;;
1239,00;108,94;70,71;;;;;;
1240,00;108,67;70,57;;;;;;
1241,00;109,00;70,74;;;;;;
1242,00;109,00;70,74;;;;;;
1243,00;109,00;70,74;;;;;;
1244,00;109,00;70,74;;;;;;
1245,00;109,00;70,74;;;;;;
1246,00;109,00;70,74;;;;;;
1247,00;108,98;70,73;;;;;;
1248,00;108,75;70,61;;;;;;
1249,00;107,93;70,16;;;;;;
1250,00;108,11;70,26;;;;;;
1251,00;109,00;70,74;;;;;;
1252,00;108,96;70,72;;;;;;
1253,00;108,93;70,70;;;;;;
1254,00;109,02;70,75;;;;;;
1255,00;109,71;71,13;;;;;;
1256,00;109,38;70,95;;;;;;
1257,00;107,67;70,02;;;;;;
1258,00;107,00;69,65;;;;;;
1259,00;107,00;69,65;;;;;;
1260,00;107,00;69,65;;;;;;
1261,00;107,00;69,65;;;;;;
1262,00;107,00;69,65;;;;;;
1263,00;107,00;69,65;;;;;;
1264,00;107,28;69,80;;;;;;
1265,00;109,00;70,74;;;;;;
1266,00;108,93;70,70;;;;;;
1267,00;108,37;70,40;;;;;;
1268,00;108,00;70,20;;;;;;
1269,00;108,00;70,20;;;;;;
1270,00;107,96;70,17;;;;;;
1271,00;107,71;70,04;;;;;;
1272,00;107,91;70,15;;;;;;
1273,00;109,00;70,74;;;;;;
1274,00;109,00;70,74;;;;;;
1275,00;109,00;70,74;;;;;;
1276,00;109,00;70,74;;;;;;
1277,00;108,99;70,74;;;;;;
1278,00;108,95;70,72;;;;;;
1279,00;108,99;70,74;;;;;;
1280,00;109,08;70,79;;;;;;
1281,00;109,88;71,22;;;;;;
1282,00;109,81;71,18;;;;;;
1283,00;109,63;71,09;;;;;;
1284,00;108,83;70,65;;;;;;
1285,00;108,80;70,63;;;;;;
1286,00;108,76;70,61;;;;;;
1287,00;108,73;70,60;;;;;;
1288,00;108,77;70,62;;;;;;
1289,00;109,34;70,93;;;;;;
1290,00;109,38;70,95;;;;;;
1291,00;109,41;70,97;;;;;;
1292,00;109,45;70,99;;;;;;
1293,00;109,48;71,01;;;;;;
1294,00;109,52;71,02;;;;;;
1295,00;109,55;71,04;;;;;;
1296,00;109,54;71,04;;;;;;
1297,00;109,17;70,84;;;;;;
1298,00;108,66;70,56;;;;;;
1299,00;108,69;70,58;;;;;;
1300,00;108,70;70,58;;;;;;
1301,00;108,53;70,49;;;;;;
1302,00;108,60;70,52;;;;;;
1303,00;108,58;70,51;;;;;;
1304,00;107,86;70,12;;;;;;
1305,00;107,81;70,10;;;;;;
1306,00;107,88;70,13;;;;;;
1307,00;107,84;70,11;;;;;;
1308,00;106,99;69,65;;;;;;
1309,00;106,95;69,63;;;;;;
1310,00;106,92;69,61;;;;;;
1311,00;106,88;69,59;;;;;;
1312,00;106,85;69,57;;;;;;
1313,00;106,81;69,55;;;;;;
1314,00;106,78;69,53;;;;;;
1315,00;106,66;69,47;;;;;;
1316,00;106,00;69,11;;;;;;
1317,00;106,00;69,11;;;;;;
1318,00;106,00;69,11;;;;;;
1319,00;106,00;69,11;;;;;;
1320,00;106,00;69,11;;;;;;
1321,00;106,00;69,11;;;;;;
1322,00;106,00;69,11;;;;;;
1323,00;105,95;69,08;;;;;;
1324,00;105,52;68,85;;;;;;
1325,00;105,00;68,56;;;;;;
1326,00;105,00;68,56;;;;;;
1327,00;105,00;68,56;;;;;;
1328,00;105,07;68,60;;;;;;
1329,00;105,75;68,97;;;;;;
1330,00;105,79;68,99;;;;;;
1331,00;105,81;69,00;;;;;;
1332,00;105,63;68,91;;;;;;
1333,00;104,89;68,51;;;;;;
1334,00;104,92;68,52;;;;;;
1335,00;104,93;68,52;;;;;;
1336,00;105,00;68,56;;;;;;
1337,00;104,97;68,55;;;;;;
1338,00;104,93;68,53;;;;;;
1339,00;104,90;68,51;;;;;;
1340,00;104,86;68,49;;;;;;
1341,00;104,84;68,48;;;;;;
1342,00;105,00;68,56;;;;;;
1343,00;105,00;68,56;;;;;;
1344,00;105,06;68,60;;;;;;
1345,00;105,69;68,94;;;;;;
1346,00;105,65;68,92;;;;;;
1347,00;105,65;68,92;;;;;;
1348,00;106,00;69,11;;;;;;
1349,00;106,00;69,11;;;;;;
1350,00;106,00;69,11;;;;;;
1351,00;106,00;69,11;;;;;;
1352,00;105,88;69,04;;;;;;
1353,00;104,60;68,34;;;;;;
1354,00;104,63;68,36;;;;;;
1355,00;104,67;68,38;;;;;;
1356,00;104,65;68,37;;;;;;
1357,00;103,98;68,01;;;;;;
1358,00;103,77;67,90;;;;;;
1359,00;103,81;67,92;;;;;;
1360,00;103,92;67,98;;;;;;
1361,00;104,88;68,50;;;;;;
1362,00;104,84;68,48;;;;;;
1363,00;103,88;67,95;;;;;;
1364,00;102,92;67,43;;;;;;
1365,00;102,16;67,02;;;;;;
1366,00;102,11;66,99;;;;;;
1367,00;102,72;67,32;;;;;;
1368,00;102,97;67,46;;;;;;
1369,00;100,23;65,97;;;;;;
1370,00;100,61;66,18;;;;;;
1371,00;101,40;66,61;;;;;;
1372,00;102,38;67,14;;;;;;
1373,00;102,59;67,25;;;;;;
1374,00;101,77;66,80;;;;;;
1375,00;100,80;66,27;;;;;;
1376,00;101,78;66,81;;;;;;
1377,00;103,85;67,94;;;;;;
1378,00;100,36;66,04;;;;;;
1379,00;100,99;66,38;;;;;;
1380,00;100,83;66,30;;;;;;
1381,00;100,52;66,13;;;;;;
1382,00;99,34;65,48;;;;;;
1383,00;99,54;65,59;;;;;;
1384,00;100,68;66,21;;;;;;
1385,00;101,87;66,86;;;;;;
1386,00;102,89;67,42;;;;;;
1387,00;101,13;66,46;;;;;;
1388,00;100,98;66,38;;;;;;
1389,00;101,23;66,51;;;;;;
1390,00;100,16;65,93;;;;;;
1391,00;98,66;65,11;;;;;;
1392,00;97,15;64,29;;;;;;
1393,00;96,98;64,20;;;;;;
1394,00;97,41;64,43;;;;;;
1395,00;98,38;64,96;;;;;;
1396,00;98,79;65,18;;;;;;
1397,00;98,74;65,16;;;;;;
1398,00;98,51;65,03;;;;;;
1399,00;98,64;65,10;;;;;;
1400,00;98,77;65,17;;;;;;
1401,00;98,90;65,24;;;;;;
1402,00;98,80;65,19;;;;;;
1403,00;98,35;64,94;;;;;;
1404,00;98,82;65,20;;;;;;
1405,00;99,43;65,53;;;;;;
1406,00;98,12;64,82;;;;;;
1407,00;97,42;64,44;;;;;;
1408,00;96,88;64,14;;;;;;
1409,00;97,07;64,25;;;;;;
1410,00;96,35;63,86;;;;;;
1411,00;97,10;64,26;;;;;;
1412,00;97,95;64,73;;;;;;
1413,00;97,27;64,35;;;;;;
1414,00;96,44;63,90;;;;;;
1415,00;96,51;63,94;;;;;;
1416,00;96,82;64,11;;;;;;
1417,00;97,38;64,41;;;;;;
1418,00;98,01;64,76;;;;;;
1419,00;96,63;64,01;;;;;;
1420,00;96,00;63,67;;;;;;
1421,00;96,35;63,85;;;;;;
1422,00;97,16;64,29;;;;;;
1423,00;98,27;64,90;;;;;;
1424,00;97,86;64,68;;;;;;
1425,00;97,98;64,74;;;;;;
1426,00;97,69;64,59;;;;;;
1427,00;98,12;64,82;;;;;;
1428,00;98,33;64,93;;;;;;
1429,00;98,86;65,22;;;;;;
1430,00;98,63;65,10;;;;;;
1431,00;99,27;65,44;;;;;;
1432,00;100,27;65,99;;;;;;
1433,00;100,21;65,95;;;;;;
1434,00;99,74;65,70;;;;;;
1435,00;100,14;65,92;;;;;;
1436,00;100,66;66,20;;;;;;
1437,00;100,63;66,19;;;;;;
1438,00;100,51;66,12;;;;;;
1439,00;100,55;66,14;;;;;;
1440,00;101,22;66,51;;;;;;
1441,00;101,62;66,72;;;;;;
1442,00;101,79;66,82;;;;;;
1443,00;102,00;66,93;;;;;;
1444,00;101,98;66,92;;;;;;
1445,00;102,00;66,93;;;;;;
1446,00;102,07;66,97;;;;;;
1447,00;102,16;67,02;;;;;;
1448,00;102,19;67,04;;;;;;
1449,00;101,61;66,72;;;;;;
1450,00;101,27;66,53;;;;;;
1451,00;101,31;66,55;;;;;;
1452,00;101,35;66,58;;;;;;
1453,00;101,39;66,60;;;;;;
1454,00;101,42;66,62;;;;;;
1455,00;101,46;66,64;;;;;;
1456,00;101,50;66,66;;;;;;
1457,00;100,97;66,37;;;;;;
1458,00;100,73;66,24;;;;;;
1459,00;100,84;66,30;;;;;;
1460,00;100,96;66,36;;;;;;
1461,00;101,07;66,43;;;;;;
1462,00;101,19;66,49;;;;;;
1463,00;101,30;66,55;;;;;;
1464,00;101,42;66,61;;;;;;
1465,00;102,05;66,96;;;;;;
1466,00;102,53;67,22;;;;;;
1467,00;102,68;67,30;;;;;;
1468,00;102,83;67,38;;;;;;
1469,00;102,99;67,47;;;;;;
1470,00;103,04;67,49;;;;;;
1471,00;103,07;67,52;;;;;;
1472,00;103,11;67,54;;;;;;
1473,00;103,15;67,56;;;;;;
1474,00;103,19;67,58;;;;;;
1475,00;102,76;67,34;;;;;;
1476,00;102,37;67,13;;;;;;
1477,00;101,88;66,87;;;;;;
1478,00;101,48;66,65;;;;;;
1479,00;101,01;66,39;;;;;;
1480,00;100,59;66,16;;;;;;
1481,00;101,33;66,56;;;;;;
1482,00;101,69;66,76;;;;;;
1483,00;101,53;66,68;;;;;;
1484,00;101,31;66,56;;;;;;
1485,00;101,22;66,50;;;;;;
1486,00;100,91;66,34;;;;;;
1487,00;100,68;66,21;;;;;;
1488,00;100,72;66,24;;;;;;
1489,00;100,62;66,18;;;;;;
1490,00;100,60;66,17;;;;;;
1491,00;100,68;66,21;;;;;;
1492,00;100,75;66,25;;;;;;
1493,00;100,83;66,29;;;;;;
1494,00;101,46;66,64;;;;;;
1495,00;101,97;66,91;;;;;;
1496,00;102,03;66,95;;;;;;
1497,00;101,52;66,67;;;;;;
1498,00;101,21;66,50;;;;;;
1499,00;101,29;66,54;;;;;;
1500,00;101,36;66,58;;;;;;
1501,00;100,86;66,31;;;;;;
1502,00;100,52;66,12;;;;;;
1503,00;100,59;66,16;;;;;;
1504,00;100,67;66,21;;;;;;
1505,00;100,74;66,25;;;;;;
1506,00;100,48;66,10;;;;;;
1507,00;100,35;66,03;;;;;;
1508,00;100,46;66,09;;;;;;
1509,00;100,30;66,01;;;;;;
1510,00;100,25;65,98;;;;;;
1511,00;100,41;66,06;;;;;;
1512,00;100,35;66,03;;;;;;
1513,00;100,94;66,36;;;;;;
1514,00;101,43;66,62;;;;;;
1515,00;101,51;66,66;;;;;;
